titles,desc,valid
Desenvolvedor Front-end | ReactJs,"Desenvolvedor Front-end utilizando ReactJs, ContextApi, Bootstrap, styled-components, Git, dentre outras tecnologias. Utilização da ferramenta Jira com metodologia Scrum. Git flow utilizando GitHub.",front
Desenvolvedor Front-end | ReactJs | Typescript,"- Desenvolvimento do projeto , através de requisitos e protótipos de tela.
- Utilizando Scrum como metodologia ágil.
- Uso das linguagens PHP com Laravel, JavaScript e tecnologias como Jquery, Ajax, Reactjs e Bootstrap.
- Banco de dados SQL Server.
- Utilização do Git como controle de versão.",fullstack
Arquiteto de Sistemas,"Migração de todo o sistema monolítico da empresa SiteMercado (empresa comprada pelo iFood que cuida de toda a parte de mercado) adotando a estratégia de micro-serviços. Definição de todos os domínios e contextos delimitados dos serviços, adoção de estratégia de CI/CD, testes automatizados (unitários, de integração e end-to-end) publicação dos sistemas em ambiente multi-cloud AWS e Azure com Kubernetes. Adoção de sistemas de mensageria com o Kafka, monitoramento com Application Insights, Prometheus e Elasticsearch. Adoção de arquitetura baseada em eventos.",back
Arquiteto de Sistemas,"Funcionário da empresa, contratado para liderar a equipe de desenvolvimento do produto Folha. Responsável por desenvolver diversos micro-serviços que englobam o universo do produto de Folha de Pagamento, como cálculo de Pró-labore, Cálculo de Salário, Afastamento, cadastro de funcionários, geração da contabilidade e financeiro integrados com a Folha de Pagamento. Todos os micro-serviços arquitetados com tecnologias recentes: .NET Core, NodeJs, MongoDB, Docker, Kubernetes, RabbitMQ, utilizando padrões de DDD, TDD, CQRS e Event-Sourcing, AWS, CI/CD e SCRUM. Responsável por delegação de tarefas, controle dos recursos e decisão final para escolha das tecnologias conforme requisito funcional.",back
Programador Pleno .NET e Designer Web,"Planejamento, desenvolvimento e manutenção de diversos web-sites de vários clientes utilizando tecnologia ASP.NET 2.0 e 3.5 e programação C# junto com bancos SQL SERVER 2005 e 2008 e Oracle 10g. Integração de sistemas utilizando WCF e SOA. Gerenciamento de arquivos utilizando programas de controle de versões de projetos. Desenvolvimentos voltados à e-commerce, com ampla experiência em integração com gateways de pagamentos como braspag e itau shopline",back
Desenvolvedor full stack,"Desenvolver novas funcionalidades e melhorar as rotinas e funções já existentes no sistema midas CRM e Sites:- Linguagens Back-End: PHP, NodeJS.- Desenvolvimento de API's REST Full.- Desenvolvimento Front-End com Angular.- Utilização de Docker, Jenkins.- Git e Git Flow.",fullstack
Head Frontend Engineer,Competências: React Testing Library · Cypress.io · Jest · Next.js · GraphQL · Redux.js · Git · TypeScript · Desenvolvimento de software · HTML · Javascript · CSS · SASS · Inglês · React.js,front
Desenvolvedor pleno web front end,Competências: Redux.js · Git · Desenvolvimento de software · HTML · Javascript · CSS · SASS · React.js,front
Desenvolvedor de front-end,Competências: Git · Desenvolvimento de software · HTML · Javascript · CSS · SASS · Vuejs,front
Desenvolvedor Web,Desenvolvedor web Full Stack,fullstack
Programador Delphi Junior,Competências: Desenvolvimento de software,indefinido
Desenvolvedor de software sênior,Alocação para Desenvolvimento de Software,indefinido
Desenvolvedor de software sênior,Alocação na GOL Linhas Aéreas para desenvolvimento de aplicativos React-Native.Tecnologias- React-Native- Redux- Redux-Saga- Type Flow- React-Navigation- Animations- Mock First,mobile
Desenvolvedor de software sênior,- Manutenção e atualização do sistema com novas features- Melhorias nos sistema de salas de aula- Atualização do sistema de administração- Melhorias de performance do backend- Redução de custos melhorando integração do sistema- Systema de CI/CD totalmente integrado com a AWS- Sistema de geração automática de legendas e traduções para outras línguas** Tecnologias trabalhadas **SocketIO - RealtimeNodeJS - Sem FrameworksReacJS - WebReact Native - smartphonesJitsi - Salas de chat por vídeoChime AWS - Salas de chat por vídeoEC2 AWS - servidoresS3 AWS - armazenamento e serviços front-endLambda Functions AWS - microserviços simples para processamento de dados baseados na S3Step Functions AWS - Sequência de tratamento dos dados da S3DynamoDB AWS - Banco de dadosMongoDB - Banco de dadosCloudWatch AWS - MonitoramentoCertificate Manager AWSTranslate AWS - Tradução de legendasElastic Transcoder -Transformar Vídeo em MP3 para diminuir tamanho do arquivo,fullstack
Techleader,- Trazer a equipe inicial para a montagem do MVP- Análise de todas as tecnologias para montagem do MVP- Iniciar o processo e padrão de código do projeto- Realizar as mudanças do projeto em base de tecnologia devido a mudanças de foco da empresa- Adicionar novas tecnologias ao projeto- Criação de sistema de chat estilo zoom- Systema de CI/CD totalmente integrado com a AWS- Sistema de geração automática de legendas e traduções para outras línguas** Tecnologias trabalhadas **SocketIO - RealtimeNodeJS - Sem FrameworksReacJS - WebReact Native - smartphonesJitsi - Salas de chat por vídeoChime AWS - Salas de chat por vídeoEC2 AWS - servidoresS3 AWS - armazenamento e serviços front-endLambda Functions AWS - microserviços simples para processamento de dados baseados na S3Step Functions AWS - Sequência de tratamento dos dados da S3DynamoDB AWS - Banco de dadosMongoDB - Banco de dadosCloudWatch AWS - MonitoramentoCertificate Manager AWSTranslate AWS - Tradução de legendasElastic Transcoder -Transformar Vídeo em MP3 para diminuir tamanho do arquivo,fullstack
Desenvolvedor de software,"-Alocação na Mafra Hospitalar * Checagem do código da empresa para validar quais itens estão sendo utilizados * Mapeamento de analytics sobre quais telas estão sendo acessadas, e por quais áreas. * Criação de relatórios para análises do gestor de tecnologia para a tomada de decisão sobre o software.",indefinido
Desenvolvedor de software,"-Criação de APIs backend Rest e SOAP-Consumo de APIs SOAP e Rest externas-Criação, configuração e manutenção em banco de dados PostgreSQL e SQL Server-Criação de aplicação e manutenção React Native Offline First.-Criação e manutenção de sistema web via VueJS-Manutenção em sistema CI/CD gitlab-ci",fullstack
Front-end Engineer,"A Liqi é uma startup que usa blockchain para digitalizar ativos físicos por meio de tokenização.Trabalhei no novo produto Fan Token, onde colaborei desde o início com desenvolvimento web e mobile. Além disso, criei novos componentes para o design system da empresa.",indefinido
Full Stack Developer,A Scale Systems dedica-se ao desenvolvimento e consultoria de sistemas de informação e software em plataformas web e mobile.Trabalhei como desenvolvedor Full Stack em diferentes projetos sempre com foco em painéis administrativos.,fullstack
Desenvolvedor da web,"A Agência Premium é uma agência digital 360°, atuei como full stack Dev liderando o time.Fui responsável pelo desenvolvimento de código eficiente, reutilizável e confiável. Algumas das tecnologias utilizadas foram: React, Next JS, TypeScript, Jest, Node JS, Prisma e muitas outras ferramentas relacionadas.",fullstack
Suporte Avançado,"O CBK Software é um sistema que atua na área da educação.* Responsável pelo contato e atendimento ao cliente.* Responsável por modelar e gerenciar questões/tarefas na plataforma Taiga.io e GitLab.* Programador, utilizando linguagens, tecnologias e ferramentas orientadas para web como: PHP, JavaScript, HTML, CSS, MYSQL, entre outras.* Analista de Sistemas realizando o levantamento das necessidades dos clientes.",fullstack
Frontend Web Developer,Competências: Liferay · CSS · JavaScript,front
Frontend Web Developer,Competências: WordPress · Next.js · Nuxt.js · React.js · AngularJS · Bootstrap · Amazon Web Services · GitLab · JavaScript · Git · Vue.js · GitHub,front
Frontend Web Developer,Competências: Firebase · TailwindCSS · Nuxt.js · Storyblok · JavaScript · Node.js · Vue.js,front
Full Stack Developer,"Analista Full Stack Sênior- Projeto em Python com Django- Projeto full Kotlin com angular 9- Projeto full Java Spring Boot com AngularJS- Dev .NET Core- Microservices- Integração AWS, RabbitMQ- UnitTests- Implementação de arquiteturas para novos projetosApoio técnico a equipe JR",fullstack
Analista de sistema,"Analista Full Stack Sênior- Projeto em Python com Django- Projeto full Kotlin com angular 9 - Projeto full Java com angularJSAlocação LuizaLabs- Dev .NET Core- Microservices- Integração AWS, RabbitMQ- Testes unitáriosApoio técnico a equipe JRMontagem de arquitetura de novos projetos",fullstack
Analista de Sistemas,"Projeto de autenticação utilizando Asp.net core, IS4 e Identity - back e frontProjeto legado Tribanco de formalização digitalApoio técnico a equipe Jr .net",fullstack
Analista de sistema,Fullstack .net e mobile do produto b2bApoio técnico equipe .netImplementação mobile utilizando IonicDesenvolvimento solo de sistema de controle de resíduos da SipcamIntegração b2c de marketplace com a Amazon,mobile-fullstack
Analista de sistemas,Setor de inovação no segmento de Construções e Projetos trabalhando nodesenvolvimento de aplicação para o ramo de construção civil utilizandoC#.Net.Funções:- Desenvolvimento utilizando C#.Net - framework 4.5 - Desktop e Web- Especificação;- Capacitações técnicas do produto;- Desenvolvimento de novas funcionalidades;- Treinamentos;- SCRUM- ERP Obras e Projetos,back
Systems Analyst,"Desenvolver serviços para consumo nas plataformas de Android e IOS.Desenvolvimento Web de aplicações administrativas para alimentar osaplicativos mobile.Utilização de tecnologias como: EF CodeFirst, Quartz Scheduler,DataAnnotations, Linq entre outros.Banco de dados PostgreSQL e Sql Server.Variadas formas de integração com XML, RSS, WCF, etc",back
Analista de Sistemas,- Analista de requisitos;- Atendimento de demanda (Backlog);- Desenvolvimento de aplicação C#.NET;,back
Analista de Sistemas,"- Analista/Programador utilizando liguagem ASP, PHP e Vb.Net e C#.Net;- Desenvolvimento de CRM para integração e atendimento do clienteinterno;- Programação em banco de dados SQL Server em criação de triggers, SP e aplicação de rotinas de Jobs;- Criação de Web Services para integrar aplicação ASP em celulares com CRM em .NET",back
Analista de Sistema,Programador ASP.NET para solução de inventário de patrimônio automatizado- ASP.NET- HTML- Java script nativo- Componente Ajax Control ToolKit,back
Programador Delphi,"Programador Delphi de aplicação PDV e retaguarda para estabelecimentos que utilizam frente de caixa- Delphi 7- Banco de dados Paradox, MSAccess, Firebird e Sql Server- Desenvolvimento de Web sites com ASP e HTML",back
